expiry,stock,earnings_date,type,strike,sd,gatherdate,stk_price,lastprice,change,percentchange,volume,openinterest,impliedvolatility,lastprice_chg,lastprice_avg_30d,pct_chg,iv_chg,iv_avg_30d,iv_avg_all,vol_chg,oi_chg,flag,amnt,moneyness,voi,be,em,empct
2024-09-06,MARA,2024-08-01,Call,23.0,2,2024-07-31 14:18:27,20.08,1.72,0.24000001,16.216215,68,204,0.7568383691406251,0.24,1.935,16.216216216216218,-0.2646508984375,0.9755901135253908,0.9755901135253908,-49.0,93.0,0,0,1.1454183266932272,0.3333333333333333,0.23107569721115542,5.279999999999999,0.24980079681274897
2024-08-30,MARA,2024-08-01,Call,23.0,2,2024-07-31 14:18:27,20.08,1.53,0.19999993,15.037588,104,1057,0.9873048144531251,0.08000000000000007,3.1092307692307695,5.51724137931035,-0.06055150878906246,1.0532263110351563,1.0532263110351563,-417.0,22.0,0,0,1.1454183266932272,0.09839167455061495,0.22161354581673323,5.0,0.23655378486055778
2025-01-17,EOG,2024-08-01,Put,123.5,2,2024-07-31 14:18:43,127.25,7.9,0.0,0.0,1,197,0.2500685345458984,0.0,8.866666666666667,0.0,-0.0046996600341797645,0.24844908459472656,0.12381960247958407,0.0,0.0,0,0,0.9705304518664047,0.005076142131979695,-0.0915520628683694,30.099999999999998,0.22471512770137522
2025-01-17,EOG,2024-08-01,Put,125.0,1,2024-07-31 14:18:43,127.25,17.2,0.0,0.0,1,21,0.007822421875,0.0,17.2,0.0,0.0039062109375000006,0.005108419067382813,0.17792970618540843,0.0,0.0,0,0,0.9823182711198428,0.047619047619047616,-0.15284872298624758,30.099999999999998,0.22471512770137522
2024-09-06,EOG,2024-08-01,Call,127.0,1,2024-07-31 14:18:43,127.25,4.4,0.0,0.0,5,10,0.3957579956054688,0.0,4.545,0.0,0.10644424804687513,0.31793894958496094,0.31793894958496094,0.0,10.0,1,5,0.9980353634577603,0.5,0.03261296660117883,4.4,0.03284872298624754
2024-09-06,EOG,2024-08-01,Call,127.0,1,2024-07-31 14:18:43,127.25,4.4,0.0,0.0,5,10,0.3957579956054688,0.0,4.545,0.0,0.10644424804687513,0.31793894958496094,0.31793894958496094,0.0,10.0,1,5,0.9980353634577603,0.5,0.03261296660117883,4.4,0.03284872298624754
2025-01-17,EOG,2024-08-01,Call,129.5,1,2024-07-31 14:18:43,127.25,8.3,0.0,0.0,1,523,0.3024361749267578,0.7000000000000011,8.078666666666667,9.210526315789489,0.015014498291015643,0.2737112831420898,0.29617568774697,-25.0,1.0,0,0,1.0176817288801572,0.0019120458891013384,0.08290766208251482,30.099999999999998,0.22471512770137522
2025-01-17,EOG,2024-08-01,Call,131.0,2,2024-07-31 14:18:43,127.25,7.9,0.3000002,3.947371,1,932,0.29730927307128896,1.0,7.873666666666667,14.492753623188406,0.01287828918457029,0.27060665924072264,0.3319885422664845,0.0,1.0,0,0,1.0294695481335954,0.001072961373390558,0.0915520628683694,30.099999999999998,0.22471512770137522
2024-08-30,CLX,2024-08-01,Call,141.0,1,2024-07-31 14:18:52,132.71,1.5,0.0,0.0,1,1,0.4669242761230469,0.0,1.5,0.0,0.14062359375,0.3461979443359374,0.3461979443359374,0.0,0.0,0,0,1.0624670333810564,1.0,0.07376987416170591,10.469999999999999,0.07494913721648706
2025-01-17,K,2024-08-01,Put,55.0,1,2024-07-31 14:19:08,58.58,1.85,-0.30000007,-13.953491,475,1454,0.28174546386718746,-0.2999999999999998,2.25,-13.953488372093014,0.0686028295898437,0.21010311389160155,0.23576037638152125,373.0,0.0,0,0,0.9388869921474906,0.32668500687757906,-0.09269375213383407,7.6,0.12325025606008877
